segment_id,total_score,level_text,accident_rate_score,road_shape_score,road_scale_score,intersection_score,traffic_volume_score,explanation,detail_description,detail_source,detail_source_ref,detail_updated_at,computed_at
SEG_000443,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000444,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000445,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000446,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000447,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000448,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000449,37.0,보통,0.0,65.0,25.0,10.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000450,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000451,37.0,보통,0.0,65.0,25.0,10.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000452,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000453,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000454,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000455,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000456,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000457,38.5,보통,0.0,65.0,25.0,20.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000458,37.0,보통,0.0,65.0,25.0,10.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000459,34.8,보통,0.0,60.8,23.6,0.0,76.4,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000460,33.8,보통,0.0,54.9,21.6,0.0,78.4,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000461,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000462,30.0,쉬움,0.0,40.0,30.0,0.0,70.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000463,31.0,보통,0.0,70.0,80.0,0.0,20.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000464,50.5,보통,0.0,65.0,25.0,100.0,75.0,"고속도로 연결로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000465,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000466,37.0,보통,0.0,65.0,25.0,10.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000467,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000468,34.4,보통,0.0,58.1,22.7,0.0,77.3,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000469,38.5,보통,0.0,65.0,25.0,20.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000470,33.0,보통,0.0,40.0,30.0,20.0,70.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000471,38.5,보통,0.0,65.0,25.0,20.0,75.0,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000472,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000473,33.2,보통,0.0,59.5,36.7,0.0,63.3,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000474,38.5,보통,0.0,65.0,25.0,20.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000475,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000476,38.5,보통,0.0,65.0,25.0,20.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000477,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000478,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000479,33.9,보통,0.0,64.9,40.7,0.0,59.3,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000480,38.5,보통,0.0,65.0,25.0,20.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000481,35.5,보통,0.0,65.0,25.0,0.0,75.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000482,45.0,보통,0.0,40.0,30.0,100.0,70.0,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000483,45.0,보통,0.0,40.0,30.0,100.0,70.0,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000484,33.0,보통,0.0,40.0,30.0,20.0,70.0,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000485,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000486,29.2,쉬움,0.0,61.3,65.1,0.0,28.7,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000487,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000488,32.7,보통,0.0,65.0,70.0,19.5,25.0,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 50점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000489,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000490,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000491,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000492,31.8,보통,0.0,65.0,70.0,13.4,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000493,32.8,보통,0.0,65.0,70.0,20.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000494,32.8,보통,0.0,65.0,70.0,20.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000495,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000496,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000497,32.8,보통,0.0,65.0,70.0,20.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000498,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000499,37.2,보통,0.0,65.0,70.0,50.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000500,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000501,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000502,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000503,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000504,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000505,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000506,30.5,보통,0.0,65.0,70.0,5.1,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000507,30.4,보통,0.0,65.0,70.0,4.6,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000508,35.8,보통,0.0,65.0,70.0,40.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000509,32.8,보통,0.0,65.0,70.0,20.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
